,moyenne,minimum,maximum,count,somme
"(45.1800855535843, 5.70972736429332)",2552.023206192968,8,6386,31243.0,79732802
"(45.1801703257972, 5.71337007184967)",2309.582424224849,6,6035,31243.0,72158274
"(45.1801478493504, 5.71275308895532)",2347.479063986836,6,6094,31243.0,73342270
"(45.1800798915326, 5.70931595658923)",2582.017259599719,8,6426,31243.0,80669901
"(45.1801821967832, 5.71365516611045)",2292.5649124937486,4,6008,31243.0,71626600
"(45.1801715236433, 5.71349512342025)",2302.0128918550713,5,6023,31243.0,71921781
"(45.1800870101521, 5.70985418745105)",2542.873585000912,8,6373,31243.0,79446942
"(45.1800890982623, 5.7099735096156)",2534.3265655580853,8,6362,31243.0,79179909
"(45.1800672112949, 5.70851306576536)",2641.9562151321334,8,6504,31243.0,82542564
"(45.1800510717231, 5.7074980313583)",2720.342473049793,8,6604,31243.0,84991574
"(45.1800810129798, 5.70944907557069)",2572.243688216274,8,6413,31243.0,80364547
"(45.1801287919892, 5.7120895259139)",2389.7731183141227,8,6157,31243.0,74663654
"(45.1802370671807, 5.7150294112336)",2214.5262488417047,9,5879,31243.0,69188459
"(45.1802189578621, 5.71463268482958)",2236.3256964252664,8,5916,31243.0,69869533
"(45.1800427512075, 5.70697045284938)",2762.2321100372505,8,6656,31243.0,86300326
"(45.1802042324606, 5.71417393139173)",2262.3391436566276,4,5959,31243.0,70682264
"(45.1801984555971, 5.71412941442169)",2264.8278795092187,4,5963,31243.0,70760019
"(45.1802031433853, 5.71428529028531)",2255.874468742426,10,5949,31243.0,70480290
"(45.1800641739345, 5.70838138927015)",2651.945350181987,8,6517,31243.0,82854653
"(45.1800468731716, 5.70720961535142)",2743.1539273515104,8,6633,31243.0,85704269
"(45.1802433393548, 5.71516293188614)",2207.3175276383795,9,5867,31243.0,68963239
"(45.1800389963324, 5.7068529189572)",2771.638225203711,8,6668,31243.0,86594200
"(45.18007531205, 5.70904985067246)",2601.664485422248,7,6452,31243.0,81283736
"(45.1800708088062, 5.70878233594918)",2621.633670843976,8,6478,31243.0,81907630
"(45.1801252867411, 5.71195952787762)",2398.238719243768,8,6169,31243.0,74928143
"(45.1800770724558, 5.70918299390963)",2591.7998549580666,8,6439,31243.0,80975537
"(45.1802534120065, 5.71563199673328)",2182.2633511199497,13,5823,31243.0,68180479
"(45.1801424362662, 5.71262524652104)",2355.4865131333722,7,6106,31243.0,73592445
"(45.1801913823644, 5.71400142440433)",2272.1857474278377,10,5975,31243.0,70989899
"(45.1801314981285, 5.7122244050977)",2381.037341443756,8,6144,31243.0,74390724
"(45.1802628723824, 5.71581571595539)",2172.76007457227,20,5806,31243.0,67883571
"(45.1800607088375, 5.70802359829569)",2679.4173684134416,8,6552,31243.0,83712957
"(45.1801701526575, 5.71331242184616)",2313.101257062361,6,6041,31243.0,72268212
"(45.1800851671988, 5.70959468257818)",2561.6671820065876,8,6399,31243.0,80034107
"(45.1801584446264, 5.71298040529283)",2333.400866959803,6,6072,31243.0,72902428
"(45.1801736153655, 5.71344197204638)",2305.268753389479,5,6028,31243.0,72023503
"(45.1800550784835, 5.70776227019839)",2699.6533252707354,8,6578,31243.0,84345186
"(45.1800450312767, 5.7070894674537)",2752.7191528149547,8,6644,31243.0,86003114
"(45.1801874877744, 5.71374528806963)",2287.2691571924915,5,6000,31243.0,71461146
"(45.1800576312163, 5.70789267075402)",2689.52662469364,8,6565,31243.0,84028799
"(45.1801338515808, 5.71235343237746)",2372.733568055994,8,6132,31243.0,74131291
"(45.1801227018967, 5.71182759697095)",2406.898125478238,8,6182,31243.0,75198687
"(45.1801608419171, 5.71315444457682)",2322.645287928293,4,6055,31243.0,72566394
"(45.1758505179303, 5.70660110390861)",2757.742091610102,1,6500,31243.0,86160130
"(45.1760135230763, 5.70630523835522)",2782.136252865473,7,6537,31243.0,86922270
"(45.1761103387704, 5.70654115652589)",2762.7605855231272,7,6517,31243.0,86316917
"(45.1762031762811, 5.70632054550107)",2781.047675056032,6,6544,31243.0,86888256
"(45.176076577484, 5.70631079809495)",2781.71469218999,7,6539,31243.0,86909098
"(45.1763268493198, 5.70662409629219)",2756.2876894329797,6,6518,31243.0,86114681
"(45.17614216371, 5.70661760585513)",2756.5367819903718,6,6511,31243.0,86122467
"(45.1762043506818, 5.70661891430763)",2756.504877738087,6,6513,31243.0,86121469
"(45.1760142170627, 5.70646162176393)",2769.2188344434544,7,6521,31243.0,86518693
"(45.1761417179879, 5.70631584202629)",2781.3587156501458,6,6541,31243.0,86897975
"(45.1758426651803, 5.70658588076379)",2758.9914284551155,1,6501,31243.0,86199163
"(45.1760784459668, 5.70646393946144)",2769.0752897215693,6,6524,31243.0,86514207
"(45.1762643795964, 5.70632472496241)",2780.792871583932,6,6546,31243.0,86880294
"(45.1760126113153, 5.70656557090721)",2760.682929143819,8,6510,31243.0,86252007
"(45.1762684933582, 5.70662109987853)",2756.4257321386535,6,6516,31243.0,86118995
"(45.1761394163921, 5.7064668324262)",2768.8972077184135,6,6526,31243.0,86508642
"(45.1759088333541, 5.70670064099325)",2749.6161088753165,6,6492,31243.0,85906250
"(45.1761739494152, 5.70654305657646)",2762.673853763399,7,6520,31243.0,86314206
"(45.1819084670718, 5.73263880428561)",1906.5308150992432,13,4748,31243.0,59566008
"(45.1818979336995, 5.73227186118169)",1899.4257407723217,13,4715,31243.0,59344019
"(45.1818985087645, 5.73213783867728)",1897.0853770914302,10,4703,31243.0,59270897
"(45.1818866293889, 5.72860207906298)",1864.2982062640442,13,4765,31243.0,58246472
"(45.1818964345712, 5.73201140650587)",1894.8961139565488,10,4692,31243.0,59202496
"(45.1818760304991, 5.72847756976654)",1863.952616693712,13,4775,31243.0,58235673
"(45.1818749254417, 5.73104511978825)",1880.4160821229332,14,4607,31243.0,58750082
"(45.1819397485496, 5.73392439191958)",1936.2760888199425,14,4862,31243.0,60495357
"(45.1818545943661, 5.73000975023299)",1869.6222052622436,14,4648,31243.0,58412833
"(45.1818801323592, 5.72920831125812)",1865.6276283798225,13,4715,31243.0,58288017
"(45.1819138868746, 5.73277423916757)",1909.3480269632926,14,4759,31243.0,59654028
"(45.18194164458, 5.73405068664479)",1939.607757920803,14,4874,31243.0,60599450
"(45.1818853952324, 5.72908956483433)",1865.3273381407405,13,4725,31243.0,58278633
"(45.1820840645016, 5.7338136722169)",1936.7942729551796,14,4843,31243.0,60511542
"(45.1818601681042, 5.73026637694487)",1871.8613646878403,13,4627,31243.0,58482795
"(45.1820789516962, 5.73368434999965)",1933.4787998039737,14,4831,31243.0,60407955
"(45.1818639963906, 5.72835039210241)",1863.6384579346966,13,4785,31243.0,58225856
"(45.1818079513785, 5.73196753673613)",1892.0939066082703,10,4694,31243.0,59114948
"(45.1819189795442, 5.73303479864942)",1914.8802212395085,13,4783,31243.0,59826874
"(45.1818913833753, 5.72897033861468)",1865.1090510884314,13,4735,31243.0,58271811
"(45.1818778039197, 5.73117334314009)",1882.0970047303988,14,4618,31243.0,58802601
"(45.181907252255, 5.73252021095674)",1904.2205920418698,13,4737,31243.0,59493828
"(45.1818566759369, 5.73014217976986)",1870.7230263720137,13,4637,31243.0,58447228
"(45.1820863120521, 5.73394427879382)",1940.1607319420218,14,4855,31243.0,60616722
"(45.1819170139115, 5.73290468011207)",1912.0919112044005,14,4771,31243.0,59739757
"(45.1818744208277, 5.72933008742635)",1865.995995902127,13,4704,31243.0,58299528
"(45.1819226439702, 5.73315915915794)",1917.6625183321369,13,4794,31243.0,59913803
"(45.1818420770709, 5.7281054062821)",1863.2845353533721,13,4803,31243.0,58214795
"(45.1818964904308, 5.72872718206052)",1864.70371295516,13,4756,31243.0,58259143
"(45.1819050023896, 5.73239364114996)",1901.7953707618665,13,4726,31243.0,59418055
"(45.1818533739147, 5.72822791881287)",1863.4367075407379,13,4794,31243.0,58219551
"(45.1819375224758, 5.73379705930747)",1932.9974877870402,14,4851,31243.0,60392922
"(45.1818678141332, 5.73064336196085)",1875.6720167254034,14,4597,31243.0,58601857
"(45.1818966631947, 5.72884791332271)",1864.9376235593834,13,4746,31243.0,58266453
"(45.1818614755144, 5.73039137626395)",1873.0232582869648,13,4617,31243.0,58519098
"(45.1819347164262, 5.73367108076144)",1929.815900422489,14,4839,31243.0,60293518
"(45.1818698503171, 5.73077423552375)",1877.1328554080226,14,4587,31243.0,58647500
"(45.1818161404729, 5.73210043724859)",1894.5116064082595,10,4705,31243.0,59190486
"(45.1733577431476, 5.73192844456913)",1834.1986758246248,5,5300,31243.0,57306273
"(45.1735060156695, 5.73192250250576)",1832.6556039750958,5,5288,31243.0,57258061
"(45.1735574543707, 5.73192338923695)",1832.1935990526754,5,5284,31243.0,57243626
"(45.1736087516026, 5.73192727227513)",1831.7974961594546,5,5280,31243.0,57231250
"(45.173460378984, 5.73191998084501)",1833.046875656448,5,5291,31243.0,57270286
"(45.1733049321577, 5.7319332322595)",1834.8144722865636,5,5304,31243.0,57325513
"(45.1734101573637, 5.73192460129468)",1833.6131577622093,5,5296,31243.0,57287979
"(45.1736613640559, 5.73193021353469)",1831.3841743022301,5,5277,31243.0,57218336
"(45.1752996320739, 5.73806835686314)",2022.0154455336117,10,5670,31243.0,63174275
"(45.1744967747355, 5.73964156774757)",2107.4295144105804,6,5863,31243.0,65842886
"(45.1750467688151, 5.73822335608914)",2030.2668826989272,9,5701,31243.0,63432079
"(45.1750583992966, 5.73831251982075)",2034.5792582597333,9,5708,31243.0,63566811
"(45.1751423088584, 5.73919564282412)",2079.597804362037,4,5780,31243.0,64973330
"(45.1751359389246, 5.7394487582577)",2093.3602598472803,7,5802,31243.0,65403312
"(45.1747370185349, 5.73898034766368)",2069.9937143793,3,5788,31243.0,64673273
"(45.175582244468, 5.73804100918851)",2020.1795440498174,22,5648,31243.0,63116912
"(45.1744763516254, 5.73970035154015)",2110.8742376066257,3,5869,31243.0,65950510
"(45.1753046277932, 5.73869970176921)",2053.1656798820645,5,5725,31243.0,64147506
"(45.1752728689474, 5.73891741472011)",2064.468538085656,5,5746,31243.0,64500643
"(45.1749017176361, 5.73934669762776)",2088.778749183755,3,5809,31243.0,65260174
"(45.1747543851124, 5.73893769374611)",2067.656885768966,4,5783,31243.0,64600263
"(45.1754124555936, 5.73828267752611)",2032.1077210179421,5,5681,31243.0,63489588
"(45.1752531337565, 5.73908104586344)",2073.125668197568,5,5762,31243.0,64771119
"(45.1747001384143, 5.73933276320095)",2089.0800566465737,4,5822,31243.0,65269590
"(45.1757422049084, 5.7390744141152)",2071.828005224522,1,5729,31243.0,64730570
"(45.1755532402156, 5.73906382935011)",2071.505651199784,3,5740,31243.0,64720501
"(45.1750946707086, 5.73808801801127)",2023.565014911365,8,5686,31243.0,63222691
"(45.1751333931207, 5.73848228487396)",2042.7180355494736,9,5718,31243.0,63821091
"(45.1755416727987, 5.73902826856201)",2069.653079332605,1,5738,31243.0,64662621
"(45.1752446964318, 5.73917248741261)",2078.0169183961784,1,5771,31243.0,64923937
"(45.1749889797188, 5.73859891727724)",2049.1134656835598,2,5738,31243.0,64020906
"(45.1756601896993, 5.73831167634736)",2033.1462597845482,8,5667,31243.0,63522032
"(45.175748796592, 5.73829345053619)",2032.188262978698,5,5659,31243.0,63492100
"(45.1757925480263, 5.73827420369126)",2031.2305683850357,5,5655,31243.0,63462178
"(45.1758421978817, 5.73817437842322)",2026.3792862415464,12,5642,31243.0,63310608
"(45.1760353839645, 5.73818417371603)",2026.896829770301,10,5630,31243.0,63326775
"(45.1759588083186, 5.73813109885839)",2024.3065639619788,10,5631,31243.0,63245848
"(45.1759353147718, 5.73823329765011)",2029.2284318303757,11,5641,31243.0,63399623
"(45.1751522944025, 5.73803905838231)",2021.0327705143857,5,5678,31243.0,63143575
"(45.1752632111314, 5.73836958547389)",2036.7292832640221,10,5699,31243.0,63633982
"(45.1752007692576, 5.73911643456412)",2075.1697469236487,3,5769,31243.0,64834983
"(45.1751710946572, 5.73939212078465)",2090.131784375234,7,5795,31243.0,65302444
"(45.17472072197, 5.73936794662735)",2090.880397582714,4,5823,31243.0,65325838
"(45.1753534002922, 5.73814848456716)",2025.7297216078532,7,5673,31243.0,63290320
"(45.1748353465034, 5.7388125007965)",2060.7256923343402,3,5767,31243.0,64383710
"(45.1752404317858, 5.73888410992057)",2062.834373945428,4,5746,31243.0,64449587
"(45.1748931142284, 5.73897266532094)",2068.804549816994,2,5777,31243.0,64636118
"(45.1755460011102, 5.73898803492966)",2067.5329343773465,1,5734,31243.0,64596381
"(45.1752455112055, 5.73918434993773)",2078.649730323893,1,5772,31243.0,64943708
"(45.1749203480277, 5.7395441191727)",2099.5410994728713,4,5825,31243.0,65596423
"(45.1747058150343, 5.73926829189189)",2085.5435019131532,6,5816,31243.0,65159097
"(45.1750630151357, 5.73864406397234)",2051.1127182765454,7,5737,31243.0,64083368
"(45.1752553361266, 5.73864039118514)",2050.2882599804275,8,5723,31243.0,64057607
"(45.1748751778122, 5.73899200012436)",2069.9028654418566,2,5780,31243.0,64670433
"(45.175425423751, 5.73816367040266)",2026.3057175889717,8,5670,31243.0,63308315
"(45.1755606461954, 5.73900149522041)",2068.212513525836,1,5734,31243.0,64617613
"(45.1753231183944, 5.73886889820942)",2061.81075672655,3,5739,31243.0,64417605
"(45.1750503808083, 5.73933583596492)",2087.5258541395433,6,5798,31243.0,65221028
"(45.174685053432, 5.73947598877741)",2097.0209092991995,6,5835,31243.0,65517687
"(45.1747211670377, 5.73904078683734)",2073.275328451669,3,5795,31243.0,64775801
"(45.1752840794346, 5.73904211352925)",2070.9775588317693,5,5757,31243.0,64704005
"(45.1754252350693, 5.73835687294441)",2035.7139575628942,3,5687,31243.0,63602258
"(45.1757258047904, 5.73907095787666)",2071.660441450907,1,5729,31243.0,64725335
"(45.1751454901714, 5.73923886398433)",2081.913195713158,4,5783,31243.0,65045670
"(45.1748565490225, 5.73951199850708)",2098.0766258500717,4,5827,31243.0,65550669
"(45.1744535191053, 5.73971989629424)",2112.1383818806576,3,5872,31243.0,65990006
"(45.1748152026248, 5.73883772860543)",2062.1337070399136,3,5770,31243.0,64427701
"(45.1751458552366, 5.73902652302222)",2070.598383082117,9,5765,31243.0,64692160
"(45.1755388217942, 5.73899334455564)",2067.8222114186115,1,5735,31243.0,64605419
"(45.1747203460957, 5.73920866681155)",2082.2418822305913,6,5809,31243.0,65055944
"(45.1752316667769, 5.7388417107841)",2060.665829262347,4,5742,31243.0,64381835
"(45.1755462438769, 5.73900129002355)",2068.2267831071545,1,5735,31243.0,64618059
"(45.1747761361787, 5.73954323066782)",2100.2297772472175,9,5835,31243.0,65617941
"(45.1752070663108, 5.73908586491582)",2073.5266671243216,3,5766,31243.0,64783648
"(45.1745320185147, 5.73955452078557)",2102.326733559613,9,5853,31243.0,65683459
"(45.1755575320107, 5.73897865088192)",2067.0198342338826,1,5733,31243.0,64580350
"(45.1753733208862, 5.73855886861011)",2045.8680388574066,15,5708,31243.0,63919504
"(45.1866704807004, 5.74199922113868)",2449.022773025034,4,5384,31243.0,76515078
"(45.1866012636409, 5.7417086479226)",2427.798640125069,7,5358,31243.0,75851972
"(45.1866885929815, 5.74204722019763)",2452.8331985740406,4,5388,31243.0,76634127
"(45.1869477008911, 5.74184839350302)",2450.492769069499,3,5356,31243.0,76560997
"(45.1862189498496, 5.74208569624756)",2437.3375482168763,4,5414,31243.0,76150008
"(45.1866236126107, 5.7419500577766)",2444.0173054758766,1,5381,31243.0,76358693
"(45.186251538285, 5.74159446481403)",2407.222461865674,4,5363,31243.0,75209118
"(45.1855099213257, 5.74209558352727)",2412.73007742931,4,5448,31243.0,75381213
"(45.1855826838858, 5.74221305836436)",2422.922179912946,3,5457,31243.0,75699644
"(45.186162095116, 5.74174149382509)",2413.137538218542,2,5382,31243.0,75393926
"(45.1864791835891, 5.7420422190137)",2444.353311610238,3,5397,31243.0,76369195
"(45.1864719092543, 5.74117000171747)",2389.6005989872233,3,5310,31243.0,74658549
"(45.1863155947844, 5.74154338726607)",2406.4571687129214,4,5354,31243.0,75185206
"(45.1864229797673, 5.74223726812481)",2454.9264778290776,5,5419,31243.0,76699535
"(45.1856014678142, 5.74223395967719)",2424.943954171052,3,5458,31243.0,75762810
"(45.186308121911, 5.74161349047113)",2410.5440119726754,2,5362,31243.0,75312892
"(45.1864325923084, 5.74121878890844)",2391.02042290312,6,5316,31243.0,74702910
"(45.1861485567714, 5.74186410667382)",2420.4345577236086,2,5395,31243.0,75621908
"(45.1858539312204, 5.74190264351784)",2412.220748151741,4,5413,31243.0,75365291
"(45.1866854427563, 5.74188508491157)",2442.2963439582004,4,5372,31243.0,76304923
"(45.1790453639913, 5.72078113287001)",1936.9895723425223,9,5266,31243.0,60517511
"(45.1793370548703, 5.72057962968511)",1948.0431506083132,9,5303,31243.0,60862847
"(45.1791167875567, 5.72073082925741)",1939.6790930136642,9,5275,31243.0,60601537
"(45.1794081899077, 5.72053026373392)",1950.8317652868056,9,5312,31243.0,60949969
"(45.1790516285808, 5.72142164794731)",1916.5304765758585,9,5207,31243.0,59878318
"(45.179081192941, 5.7213432465521)",1919.3544710851038,9,5216,31243.0,59966546
"(45.1791118479376, 5.72126342478296)",1922.2749365034294,9,5225,31243.0,60057788
"(45.1791911140223, 5.72067762579924)",1942.5411682963288,10,5285,31243.0,60690954
"(45.1788682296518, 5.72123293848661)",1919.9123035469793,7,5213,31243.0,59983978
"(45.1788205680399, 5.72135628226333)",1915.4480636018252,7,5199,31243.0,59844505
"(45.188873417612, 5.74028304288918)",2445.9609502425797,3,5201,31243.0,76419338
"(45.1886912737708, 5.74001719087216)",2422.6260531057865,5,5166,31243.0,75690288
"(45.1888346456844, 5.74020807385148)",2439.957646025054,4,5192,31243.0,76231777
"(45.1887870389058, 5.74021749968642)",2438.078231266643,1,5190,31243.0,76173060
"(45.1888428170199, 5.74035944340613)",2448.575906939694,1,5206,31243.0,76501039
"(45.1887970849588, 5.74024534156874)",2440.0823264713813,1,5193,31243.0,76235674
"(45.1888436285939, 5.74038126695197)",2449.812688120179,1,5208,31243.0,76539680
"(45.1995631927553, 5.73694795869346)",3090.832490628636,5,5785,31243.0,96566792
"(45.1995640652693, 5.73703311585947)",3093.6583128875386,9,5791,31243.0,96655080
"(45.1994381642028, 5.73696074344366)",3080.1151178952873,8,5775,31243.0,96231951
"(45.1995139899676, 5.73695447552213)",3086.6586677469663,5,5781,31243.0,96436390
"(45.1993626778915, 5.73696741329056)",3073.629820670664,8,5769,31243.0,96029332
"(45.1680439925106, 5.7087398376816)",2720.149806519317,12,6378,31243.0,84985770
"(45.1682104881395, 5.70888304272544)",2704.518465075223,10,6356,31243.0,84497400
"(45.1683487206287, 5.70936129128673)",2666.2510805478037,9,6302,31243.0,83301817
"(45.1685130600084, 5.70950492136413)",2651.017392504111,12,6279,31243.0,82825871
"(45.1685519338827, 5.71012364567548)",2607.2261361414485,9,6216,31243.0,81457709
